Epoch 0/19----------Train Loss: tensor(4.7479, device='cuda:0')
Train Loss: tensor(5.2209, device='cuda:0')
Train Loss: tensor(5.5434, device='cuda:0')
Train Loss: tensor(4.6623, device='cuda:0')
Train Loss: tensor(5.1938, device='cuda:0')
Train Loss: tensor(4.6843, device='cuda:0')
Train Loss: tensor(5.0887, device='cuda:0')
Train Loss: tensor(5.0230, device='cuda:0')
Train Loss: tensor(4.9307, device='cuda:0')
Train Loss: tensor(4.8148, device='cuda:0')
Train Loss: tensor(4.7228, device='cuda:0')
Train Loss: tensor(4.7030, device='cuda:0')
Train Loss: tensor(4.6457, device='cuda:0')
Train Loss: tensor(4.7768, device='cuda:0')
Train Loss: tensor(4.2435, device='cuda:0')
Train Loss: tensor(4.6681, device='cuda:0')
Train Loss: tensor(5.2307, device='cuda:0')
Train Loss: tensor(5.9850, device='cuda:0')
Train Loss: tensor(5.7074, device='cuda:0')
Train Loss: tensor(4.7270, device='cuda:0')
Train Loss: tensor(5.6780, device='cuda:0')
Train Loss: tensor(5.2472, device='cuda:0')
Train Loss: tensor(5.1681, device='cuda:0')
Train Loss: tensor(4.6668, device='cuda:0')
Train Loss: tensor(4.6477, device='cuda:0')
Train Loss: tensor(4.4310, device='cuda:0')
Train Loss: tensor(5.0468, device='cuda:0')
Train Loss: tensor(5.0337, device='cuda:0')
Train Loss: tensor(4.6020, device='cuda:0')
Train Loss: tensor(5.6327, device='cuda:0')
Train Loss: tensor(5.3669, device='cuda:0')
Train Loss: tensor(4.4011, device='cuda:0')
Train Loss: tensor(4.0747, device='cuda:0')
Train Loss: tensor(4.2916, device='cuda:0')
Train Loss: tensor(3.0174, device='cuda:0')
train Loss: 4.8821 Prec: 0.4330EPOCH complete in 46m 36sval Loss: 5.7161 Prec: 0.3201EPOCH complete in 47m 28sEpoch 11/19----------Train Loss: tensor(3.7374, device='cuda:0')
Train Loss: tensor(4.1778, device='cuda:0')
Train Loss: tensor(5.0912, device='cuda:0')
Train Loss: tensor(4.3960, device='cuda:0')
Train Loss: tensor(4.2686, device='cuda:0')
Train Loss: tensor(4.9846, device='cuda:0')
Train Loss: tensor(4.8603, device='cuda:0')
Train Loss: tensor(5.1858, device='cuda:0')
Train Loss: tensor(4.7885, device='cuda:0')
Train Loss: tensor(4.7919, device='cuda:0')
Train Loss: tensor(4.7250, device='cuda:0')
Train Loss: tensor(5.3587, device='cuda:0')
Train Loss: tensor(5.2230, device='cuda:0')
Train Loss: tensor(5.1560, device='cuda:0')
Train Loss: tensor(4.7288, device='cuda:0')
Train Loss: tensor(5.3601, device='cuda:0')
Train Loss: tensor(4.9755, device='cuda:0')
Train Loss: tensor(4.7573, device='cuda:0')
Train Loss: tensor(5.0334, device='cuda:0')
Train Loss: tensor(5.1452, device='cuda:0')
Train Loss: tensor(5.4714, device='cuda:0')
Train Loss: tensor(4.5964, device='cuda:0')
Train Loss: tensor(5.1213, device='cuda:0')
Train Loss: tensor(4.6162, device='cuda:0')
Train Loss: tensor(5.0263, device='cuda:0')
Train Loss: tensor(4.9560, device='cuda:0')
Train Loss: tensor(4.8669, device='cuda:0')
Train Loss: tensor(4.7442, device='cuda:0')
Train Loss: tensor(4.6578, device='cuda:0')
Train Loss: tensor(4.6357, device='cuda:0')
Train Loss: tensor(4.5780, device='cuda:0')
Train Loss: tensor(4.7087, device='cuda:0')
Train Loss: tensor(4.1776, device='cuda:0')
Train Loss: tensor(4.6025, device='cuda:0')
Train Loss: tensor(5.1580, device='cuda:0')
Train Loss: tensor(5.9042, device='cuda:0')
Train Loss: tensor(5.6263, device='cuda:0')
Train Loss: tensor(4.6613, device='cuda:0')
Train Loss: tensor(5.6086, device='cuda:0')
Train Loss: tensor(5.1722, device='cuda:0')
Train Loss: tensor(5.0911, device='cuda:0')
Train Loss: tensor(4.5951, device='cuda:0')
Train Loss: tensor(4.5726, device='cuda:0')
Train Loss: tensor(4.3667, device='cuda:0')
Train Loss: tensor(4.9744, device='cuda:0')
Train Loss: tensor(4.9650, device='cuda:0')
Train Loss: tensor(4.5283, device='cuda:0')
Train Loss: tensor(5.5589, device='cuda:0')
Train Loss: tensor(5.2963, device='cuda:0')
Train Loss: tensor(4.3382, device='cuda:0')
Train Loss: tensor(4.0108, device='cuda:0')
Train Loss: tensor(4.2274, device='cuda:0')
Train Loss: tensor(2.9478, device='cuda:0')
train Loss: 4.8133 Prec: 0.4857EPOCH complete in 50m 50sval Loss: 5.7109 Prec: 0.3215EPOCH complete in 51m 42sEpoch 12/19----------Train Loss: tensor(3.6810, device='cuda:0')
Train Loss: tensor(4.1187, device='cuda:0')
Train Loss: tensor(5.0228, device='cuda:0')
Train Loss: tensor(4.3296, device='cuda:0')
Train Loss: tensor(4.2086, device='cuda:0')
Train Loss: tensor(4.9112, device='cuda:0')
Train Loss: tensor(4.7965, device='cuda:0')
Train Loss: tensor(5.1169, device='cuda:0')
Train Loss: tensor(4.7228, device='cuda:0')
Train Loss: tensor(4.7255, device='cuda:0')
Train Loss: tensor(4.6614, device='cuda:0')
Train Loss: tensor(5.2887, device='cuda:0')
Train Loss: tensor(5.1574, device='cuda:0')
Train Loss: tensor(5.0885, device='cuda:0')
Train Loss: tensor(4.6689, device='cuda:0')
Train Loss: tensor(5.2938, device='cuda:0')
Train Loss: tensor(4.9124, device='cuda:0')
Train Loss: tensor(4.6915, device='cuda:0')
Train Loss: tensor(4.9658, device='cuda:0')
Train Loss: tensor(5.0711, device='cuda:0')
Train Loss: tensor(5.4006, device='cuda:0')
Train Loss: tensor(4.5324, device='cuda:0')
Train Loss: tensor(5.0513, device='cuda:0')
Train Loss: tensor(4.5499, device='cuda:0')
Train Loss: tensor(4.9644, device='cuda:0')
Train Loss: tensor(4.8910, device='cuda:0')
Train Loss: tensor(4.8045, device='cuda:0')
Train Loss: tensor(4.6759, device='cuda:0')
Train Loss: tensor(4.5944, device='cuda:0')
Train Loss: tensor(4.5695, device='cuda:0')
Train Loss: tensor(4.5116, device='cuda:0')
Train Loss: tensor(4.6429, device='cuda:0')
Train Loss: tensor(4.1133, device='cuda:0')
Train Loss: tensor(4.5390, device='cuda:0')
Train Loss: tensor(5.0870, device='cuda:0')
Train Loss: tensor(5.8249, device='cuda:0')
Train Loss: tensor(5.5469, device='cuda:0')
Train Loss: tensor(4.5974, device='cuda:0')
Train Loss: tensor(5.5407, device='cuda:0')
Train Loss: tensor(5.0989, device='cuda:0')
Train Loss: tensor(5.0165, device='cuda:0')
Train Loss: tensor(4.5256, device='cuda:0')
Train Loss: tensor(4.5004, device='cuda:0')
Train Loss: tensor(4.3041, device='cuda:0')
Train Loss: tensor(4.9037, device='cuda:0')
Train Loss: tensor(4.8976, device='cuda:0')
Train Loss: tensor(4.4568, device='cuda:0')
Train Loss: tensor(5.4871, device='cuda:0')
Train Loss: tensor(5.2266, device='cuda:0')
Train Loss: tensor(4.2773, device='cuda:0')
Train Loss: tensor(3.9481, device='cuda:0')
Train Loss: tensor(4.1646, device='cuda:0')
Train Loss: tensor(2.8829, device='cuda:0')
train Loss: 4.7464 Prec: 0.4888EPOCH complete in 55m 6sval Loss: 5.7074 Prec: 0.3225EPOCH complete in 55m 59sEpoch 13/19----------Train Loss: tensor(3.6259, device='cuda:0')
Train Loss: tensor(4.0612, device='cuda:0')
Train Loss: tensor(4.9561, device='cuda:0')
Train Loss: tensor(4.2658, device='cuda:0')
Train Loss: tensor(4.1507, device='cuda:0')
Train Loss: tensor(4.8395, device='cuda:0')
Train Loss: tensor(4.7338, device='cuda:0')
Train Loss: tensor(5.0496, device='cuda:0')
Train Loss: tensor(4.6592, device='cuda:0')
Train Loss: tensor(4.6603, device='cuda:0')
Train Loss: tensor(4.5993, device='cuda:0')
Train Loss: tensor(5.2203, device='cuda:0')
Train Loss: tensor(5.0930, device='cuda:0')
Train Loss: tensor(5.0216, device='cuda:0')
Train Loss: tensor(4.6109, device='cuda:0')
Train Loss: tensor(5.2286, device='cuda:0')
Train Loss: tensor(4.8505, device='cuda:0')
Train Loss: tensor(4.6271, device='cuda:0')
Train Loss: tensor(4.8995, device='cuda:0')
Train Loss: tensor(4.9985, device='cuda:0')
Train Loss: tensor(5.3310, device='cuda:0')
Train Loss: tensor(4.4699, device='cuda:0')
Train Loss: tensor(4.9829, device='cuda:0')
Train Loss: tensor(4.4849, device='cuda:0')
Train Loss: tensor(4.9026, device='cuda:0')
Train Loss: tensor(4.8274, device='cuda:0')
Train Loss: tensor(4.7435, device='cuda:0')
Train Loss: tensor(4.6094, device='cuda:0')
Train Loss: tensor(4.5326, device='cuda:0')
Train Loss: tensor(4.5045, device='cuda:0')
Train Loss: tensor(4.4466, device='cuda:0')
Train Loss: tensor(4.5793, device='cuda:0')
Train Loss: tensor(4.0502, device='cuda:0')
Train Loss: tensor(4.4766, device='cuda:0')
Train Loss: tensor(5.0177, device='cuda:0')
Train Loss: tensor(5.7469, device='cuda:0')
Train Loss: tensor(5.4689, device='cuda:0')
Train Loss: tensor(4.5350, device='cuda:0')
Train Loss: tensor(5.4740, device='cuda:0')
Train Loss: tensor(5.0274, device='cuda:0')
Train Loss: tensor(4.9443, device='cuda:0')
Train Loss: tensor(4.4579, device='cuda:0')
Train Loss: tensor(4.4303, device='cuda:0')
Train Loss: tensor(4.2432, device='cuda:0')
Train Loss: tensor(4.8348, device='cuda:0')
Train Loss: tensor(4.8314, device='cuda:0')
Train Loss: tensor(4.3872, device='cuda:0')
Train Loss: tensor(5.4169, device='cuda:0')
Train Loss: tensor(5.1583, device='cuda:0')
Train Loss: tensor(4.2180, device='cuda:0')
Train Loss: tensor(3.8862, device='cuda:0')
Train Loss: tensor(4.1028, device='cuda:0')
Train Loss: tensor(2.8225, device='cuda:0')
train Loss: 4.6811 Prec: 0.5151EPOCH complete in 59m 23sval Loss: 5.7053 Prec: 0.3222EPOCH complete in 60m 15sEpoch 14/19----------Train Loss: tensor(3.5719, device='cuda:0')
Train Loss: tensor(4.0048, device='cuda:0')
Train Loss: tensor(4.8908, device='cuda:0')
Train Loss: tensor(4.2038, device='cuda:0')
Train Loss: tensor(4.0944, device='cuda:0')
Train Loss: tensor(4.7696, device='cuda:0')
Train Loss: tensor(4.6725, device='cuda:0')
Train Loss: tensor(4.9833, device='cuda:0')
Train Loss: tensor(4.5978, device='cuda:0')
Train Loss: tensor(4.5960, device='cuda:0')
Train Loss: tensor(4.5386, device='cuda:0')
Train Loss: tensor(5.1533, device='cuda:0')
Train Loss: tensor(5.0301, device='cuda:0')
Train Loss: tensor(4.9558, device='cuda:0')
Train Loss: tensor(4.5543, device='cuda:0')
Train Loss: tensor(5.1644, device='cuda:0')
Train Loss: tensor(4.7895, device='cuda:0')
Train Loss: tensor(4.5643, device='cuda:0')
Train Loss: tensor(4.8343, device='cuda:0')
Train Loss: tensor(4.9272, device='cuda:0')
Train Loss: tensor(5.2625, device='cuda:0')
Train Loss: tensor(4.4088, device='cuda:0')
Train Loss: tensor(4.9162, device='cuda:0')
Train Loss: tensor(4.4213, device='cuda:0')
Train Loss: tensor(4.8413, device='cuda:0')
Train Loss: tensor(4.7654, device='cuda:0')
Train Loss: tensor(4.6836, device='cuda:0')
Train Loss: tensor(4.5443, device='cuda:0')
Train Loss: tensor(4.4722, device='cuda:0')
Train Loss: tensor(4.4408, device='cuda:0')
Train Loss: tensor(4.3825, device='cuda:0')
Train Loss: tensor(4.5173, device='cuda:0')
Train Loss: tensor(3.9885, device='cuda:0')
Train Loss: tensor(4.4153, device='cuda:0')
Train Loss: tensor(4.9494, device='cuda:0')
Train Loss: tensor(5.6706, device='cuda:0')
Train Loss: tensor(5.3922, device='cuda:0')
Train Loss: tensor(4.4744, device='cuda:0')
Train Loss: tensor(5.4086, device='cuda:0')
Train Loss: tensor(4.9571, device='cuda:0')
Train Loss: tensor(4.8738, device='cuda:0')
Train Loss: tensor(4.3917, device='cuda:0')
Train Loss: tensor(4.3625, device='cuda:0')
Train Loss: tensor(4.1835, device='cuda:0')
Train Loss: tensor(4.7676, device='cuda:0')
Train Loss: tensor(4.7663, device='cuda:0')
Train Loss: tensor(4.3194, device='cuda:0')
Train Loss: tensor(5.3481, device='cuda:0')
Train Loss: tensor(5.0910, device='cuda:0')
Train Loss: tensor(4.1601, device='cuda:0')
Train Loss: tensor(3.8254, device='cuda:0')
Train Loss: tensor(4.0422, device='cuda:0')
Train Loss: tensor(2.7660, device='cuda:0')
train Loss: 4.6171 Prec: 0.5151EPOCH complete in 63m 35sval Loss: 5.7045 Prec: 0.3840EPOCH complete in 64m 27sEpoch 15/19----------Train Loss: tensor(3.5187, device='cuda:0')
Train Loss: tensor(3.9496, device='cuda:0')
Train Loss: tensor(4.8266, device='cuda:0')
Train Loss: tensor(4.1435, device='cuda:0')
Train Loss: tensor(4.0394, device='cuda:0')
Train Loss: tensor(4.7013, device='cuda:0')
Train Loss: tensor(4.6125, device='cuda:0')
Train Loss: tensor(4.9178, device='cuda:0')
Train Loss: tensor(4.5380, device='cuda:0')
Train Loss: tensor(4.5327, device='cuda:0')
Train Loss: tensor(4.4793, device='cuda:0')
Train Loss: tensor(5.0873, device='cuda:0')
Train Loss: tensor(4.9686, device='cuda:0')
Train Loss: tensor(4.8909, device='cuda:0')
Train Loss: tensor(4.4987, device='cuda:0')
Train Loss: tensor(5.1011, device='cuda:0')
Train Loss: tensor(4.7292, device='cuda:0')
Train Loss: tensor(4.5030, device='cuda:0')
Train Loss: tensor(4.7705, device='cuda:0')
Train Loss: tensor(4.8572, device='cuda:0')
Train Loss: tensor(5.1948, device='cuda:0')
Train Loss: tensor(4.3490, device='cuda:0')
Train Loss: tensor(4.8508, device='cuda:0')
Train Loss: tensor(4.3588, device='cuda:0')
Train Loss: tensor(4.7809, device='cuda:0')
Train Loss: tensor(4.7044, device='cuda:0')
Train Loss: tensor(4.6246, device='cuda:0')
Train Loss: tensor(4.4805, device='cuda:0')
Train Loss: tensor(4.4130, device='cuda:0')
Train Loss: tensor(4.3781, device='cuda:0')
Train Loss: tensor(4.3199, device='cuda:0')
Train Loss: tensor(4.4568, device='cuda:0')
Train Loss: tensor(3.9278, device='cuda:0')
Train Loss: tensor(4.3552, device='cuda:0')
Train Loss: tensor(4.8824, device='cuda:0')
Train Loss: tensor(5.5955, device='cuda:0')
Train Loss: tensor(5.3169, device='cuda:0')
Train Loss: tensor(4.4151, device='cuda:0')
Train Loss: tensor(5.3443, device='cuda:0')
Train Loss: tensor(4.8879, device='cuda:0')
Train Loss: tensor(4.8051, device='cuda:0')
Train Loss: tensor(4.3269, device='cuda:0')
Train Loss: tensor(4.2965, device='cuda:0')
Train Loss: tensor(4.1250, device='cuda:0')
Train Loss: tensor(4.7020, device='cuda:0')
Train Loss: tensor(4.7022, device='cuda:0')
Train Loss: tensor(4.2533, device='cuda:0')
Train Loss: tensor(5.2809, device='cuda:0')
Train Loss: tensor(5.0248, device='cuda:0')
Train Loss: tensor(4.1034, device='cuda:0')
Train Loss: tensor(3.7650, device='cuda:0')
Train Loss: tensor(3.9822, device='cuda:0')
Train Loss: tensor(2.7130, device='cuda:0')
train Loss: 4.5544 Prec: 0.5179EPOCH complete in 67m 45sval Loss: 5.7049 Prec: 0.3906EPOCH complete in 68m 37sEpoch 16/19----------Train Loss: tensor(3.4665, device='cuda:0')
Train Loss: tensor(3.8954, device='cuda:0')
Train Loss: tensor(4.7634, device='cuda:0')
Train Loss: tensor(4.0847, device='cuda:0')
Train Loss: tensor(3.9858, device='cuda:0')
Train Loss: tensor(4.6344, device='cuda:0')
Train Loss: tensor(4.5533, device='cuda:0')
Train Loss: tensor(4.8533, device='cuda:0')
Train Loss: tensor(4.4797, device='cuda:0')
Train Loss: tensor(4.4703, device='cuda:0')
Train Loss: tensor(4.4213, device='cuda:0')
Train Loss: tensor(5.0224, device='cuda:0')
Train Loss: tensor(4.9081, device='cuda:0')
Train Loss: tensor(4.8269, device='cuda:0')
Train Loss: tensor(4.4443, device='cuda:0')
Train Loss: tensor(5.0388, device='cuda:0')
Train Loss: tensor(4.6699, device='cuda:0')
Train Loss: tensor(4.4428, device='cuda:0')
Train Loss: tensor(4.7077, device='cuda:0')
Train Loss: tensor(4.7885, device='cuda:0')
Train Loss: tensor(5.1278, device='cuda:0')
Train Loss: tensor(4.2904, device='cuda:0')
Train Loss: tensor(4.7864, device='cuda:0')
Train Loss: tensor(4.2976, device='cuda:0')
Train Loss: tensor(4.7206, device='cuda:0')
Train Loss: tensor(4.6441, device='cuda:0')
Train Loss: tensor(4.5664, device='cuda:0')
Train Loss: tensor(4.4180, device='cuda:0')
Train Loss: tensor(4.3550, device='cuda:0')
Train Loss: tensor(4.3164, device='cuda:0')
Train Loss: tensor(4.2583, device='cuda:0')
Train Loss: tensor(4.3977, device='cuda:0')
Train Loss: tensor(3.8683, device='cuda:0')
Train Loss: tensor(4.2961, device='cuda:0')
Train Loss: tensor(4.8168, device='cuda:0')
Train Loss: tensor(5.5222, device='cuda:0')
Train Loss: tensor(5.2429, device='cuda:0')
Train Loss: tensor(4.3571, device='cuda:0')
Train Loss: tensor(5.2812, device='cuda:0')
Train Loss: tensor(4.8195, device='cuda:0')
Train Loss: tensor(4.7384, device='cuda:0')
Train Loss: tensor(4.2634, device='cuda:0')
Train Loss: tensor(4.2322, device='cuda:0')
Train Loss: tensor(4.0676, device='cuda:0')
Train Loss: tensor(4.6380, device='cuda:0')
Train Loss: tensor(4.6393, device='cuda:0')
Train Loss: tensor(4.1885, device='cuda:0')
Train Loss: tensor(5.2148, device='cuda:0')
Train Loss: tensor(4.9596, device='cuda:0')
Train Loss: tensor(4.0477, device='cuda:0')
Train Loss: tensor(3.7054, device='cuda:0')
Train Loss: tensor(3.9232, device='cuda:0')
Train Loss: tensor(2.6638, device='cuda:0')
train Loss: 4.4929 Prec: 0.5476EPOCH complete in 71m 58sval Loss: 5.7063 Prec: 0.3822EPOCH complete in 72m 51sEpoch 17/19----------Train Loss: tensor(3.4150, device='cuda:0')
Train Loss: tensor(3.8421, device='cuda:0')
Train Loss: tensor(4.7015, device='cuda:0')
Train Loss: tensor(4.0271, device='cuda:0')
Train Loss: tensor(3.9332, device='cuda:0')
Train Loss: tensor(4.5689, device='cuda:0')
Train Loss: tensor(4.4948, device='cuda:0')
Train Loss: tensor(4.7899, device='cuda:0')
Train Loss: tensor(4.4225, device='cuda:0')
Train Loss: tensor(4.4090, device='cuda:0')
Train Loss: tensor(4.3647, device='cuda:0')
Train Loss: tensor(4.9590, device='cuda:0')
Train Loss: tensor(4.8488, device='cuda:0')
Train Loss: tensor(4.7637, device='cuda:0')
Train Loss: tensor(4.3910, device='cuda:0')
Train Loss: tensor(4.9776, device='cuda:0')
Train Loss: tensor(4.6113, device='cuda:0')
Train Loss: tensor(4.3837, device='cuda:0')
Train Loss: tensor(4.6460, device='cuda:0')
Train Loss: tensor(4.7207, device='cuda:0')
Train Loss: tensor(5.0618, device='cuda:0')
Train Loss: tensor(4.2328, device='cuda:0')
Train Loss: tensor(4.7236, device='cuda:0')
Train Loss: tensor(4.2372, device='cuda:0')
Train Loss: tensor(4.6608, device='cuda:0')
Train Loss: tensor(4.5848, device='cuda:0')
Train Loss: tensor(4.5092, device='cuda:0')
Train Loss: tensor(4.3562, device='cuda:0')
Train Loss: tensor(4.2978, device='cuda:0')
Train Loss: tensor(4.2555, device='cuda:0')
Train Loss: tensor(4.1975, device='cuda:0')
Train Loss: tensor(4.3399, device='cuda:0')
Train Loss: tensor(3.8096, device='cuda:0')
Train Loss: tensor(4.2382, device='cuda:0')
Train Loss: tensor(4.7522, device='cuda:0')
Train Loss: tensor(5.4501, device='cuda:0')
Train Loss: tensor(5.1700, device='cuda:0')
Train Loss: tensor(4.3003, device='cuda:0')
Train Loss: tensor(5.2192, device='cuda:0')
Train Loss: tensor(4.7521, device='cuda:0')
Train Loss: tensor(4.6733, device='cuda:0')
Train Loss: tensor(4.2013, device='cuda:0')
Train Loss: tensor(4.1692, device='cuda:0')
Train Loss: tensor(4.0116, device='cuda:0')
Train Loss: tensor(4.5751, device='cuda:0')
Train Loss: tensor(4.5774, device='cuda:0')
Train Loss: tensor(4.1252, device='cuda:0')
Train Loss: tensor(5.1499, device='cuda:0')
Train Loss: tensor(4.8957, device='cuda:0')
Train Loss: tensor(3.9930, device='cuda:0')
Train Loss: tensor(3.6463, device='cuda:0')
Train Loss: tensor(3.8652, device='cuda:0')
Train Loss: tensor(2.6179, device='cuda:0')
train Loss: 4.4325 Prec: 0.5514EPOCH complete in 76m 16sval Loss: 5.7087 Prec: 0.3862EPOCH complete in 77m 8sEpoch 18/19----------Train Loss: tensor(3.3643, device='cuda:0')
Train Loss: tensor(3.7898, device='cuda:0')
Train Loss: tensor(4.6407, device='cuda:0')
Train Loss: tensor(3.9708, device='cuda:0')
Train Loss: tensor(3.8818, device='cuda:0')
Train Loss: tensor(4.5048, device='cuda:0')
Train Loss: tensor(4.4370, device='cuda:0')
Train Loss: tensor(4.7271, device='cuda:0')
Train Loss: tensor(4.3666, device='cuda:0')
Train Loss: tensor(4.3486, device='cuda:0')
Train Loss: tensor(4.3088, device='cuda:0')
Train Loss: tensor(4.8963, device='cuda:0')
Train Loss: tensor(4.7903, device='cuda:0')
Train Loss: tensor(4.7017, device='cuda:0')
Train Loss: tensor(4.3390, device='cuda:0')
Train Loss: tensor(4.9172, device='cuda:0')
Train Loss: tensor(4.5536, device='cuda:0')
Train Loss: tensor(4.3257, device='cuda:0')
Train Loss: tensor(4.5851, device='cuda:0')
Train Loss: tensor(4.6539, device='cuda:0')
Train Loss: tensor(4.9966, device='cuda:0')
Train Loss: tensor(4.1757, device='cuda:0')
Train Loss: tensor(4.6612, device='cuda:0')
Train Loss: tensor(4.1782, device='cuda:0')
Train Loss: tensor(4.6012, device='cuda:0')
Train Loss: tensor(4.5263, device='cuda:0')
Train Loss: tensor(4.4529, device='cuda:0')
Train Loss: tensor(4.2956, device='cuda:0')
Train Loss: tensor(4.2419, device='cuda:0')
Train Loss: tensor(4.1952, device='cuda:0')
Train Loss: tensor(4.1376, device='cuda:0')
Train Loss: tensor(4.2834, device='cuda:0')
Train Loss: tensor(3.7518, device='cuda:0')
Train Loss: tensor(4.1813, device='cuda:0')
Train Loss: tensor(4.6886, device='cuda:0')
Train Loss: tensor(5.3794, device='cuda:0')
Train Loss: tensor(5.0988, device='cuda:0')
Train Loss: tensor(4.2447, device='cuda:0')
Train Loss: tensor(5.1582, device='cuda:0')
Train Loss: tensor(4.6856, device='cuda:0')
Train Loss: tensor(4.6097, device='cuda:0')
Train Loss: tensor(4.1405, device='cuda:0')
Train Loss: tensor(4.1076, device='cuda:0')
Train Loss: tensor(3.9565, device='cuda:0')
Train Loss: tensor(4.5137, device='cuda:0')
Train Loss: tensor(4.5165, device='cuda:0')
Train Loss: tensor(4.0634, device='cuda:0')
Train Loss: tensor(5.0858, device='cuda:0')
Train Loss: tensor(4.8323, device='cuda:0')
Train Loss: tensor(3.9394, device='cuda:0')
Train Loss: tensor(3.5880, device='cuda:0')
Train Loss: tensor(3.8082, device='cuda:0')
Train Loss: tensor(2.5750, device='cuda:0')
train Loss: 4.3731 Prec: 0.5526EPOCH complete in 80m 32sval Loss: 5.7118 Prec: 0.3862EPOCH complete in 81m 26sEpoch 19/19----------Train Loss: tensor(3.3145, device='cuda:0')
Train Loss: tensor(3.7385, device='cuda:0')
Train Loss: tensor(4.5814, device='cuda:0')
Train Loss: tensor(3.9154, device='cuda:0')
Train Loss: tensor(3.8314, device='cuda:0')
Train Loss: tensor(4.4418, device='cuda:0')
Train Loss: tensor(4.3802, device='cuda:0')
Train Loss: tensor(4.6651, device='cuda:0')
Train Loss: tensor(4.3119, device='cuda:0')
Train Loss: tensor(4.2891, device='cuda:0')
Train Loss: tensor(4.2536, device='cuda:0')
Train Loss: tensor(4.8347, device='cuda:0')
Train Loss: tensor(4.7329, device='cuda:0')
Train Loss: tensor(4.6404, device='cuda:0')
Train Loss: tensor(4.2878, device='cuda:0')
Train Loss: tensor(4.8577, device='cuda:0')
Train Loss: tensor(4.4967, device='cuda:0')
Train Loss: tensor(4.2688, device='cuda:0')
Train Loss: tensor(4.5250, device='cuda:0')
Train Loss: tensor(4.5881, device='cuda:0')
Train Loss: tensor(4.9324, device='cuda:0')
Train Loss: tensor(4.1196, device='cuda:0')
Train Loss: tensor(4.6002, device='cuda:0')
Train Loss: tensor(4.1207, device='cuda:0')
Train Loss: tensor(4.5425, device='cuda:0')
Train Loss: tensor(4.4685, device='cuda:0')
Train Loss: tensor(4.3975, device='cuda:0')
Train Loss: tensor(4.2358, device='cuda:0')
Train Loss: tensor(4.1867, device='cuda:0')
Train Loss: tensor(4.1357, device='cuda:0')
Train Loss: tensor(4.0786, device='cuda:0')
Train Loss: tensor(4.2280, device='cuda:0')
Train Loss: tensor(3.6949, device='cuda:0')
Train Loss: tensor(4.1252, device='cuda:0')
Train Loss: tensor(4.6258, device='cuda:0')
Train Loss: tensor(5.3099, device='cuda:0')
Train Loss: tensor(5.0287, device='cuda:0')
Train Loss: tensor(4.1901, device='cuda:0')
Train Loss: tensor(5.0980, device='cuda:0')
Train Loss: tensor(4.6203, device='cuda:0')
Train Loss: tensor(4.5474, device='cuda:0')
Train Loss: tensor(4.0812, device='cuda:0')
Train Loss: tensor(4.0475, device='cuda:0')
Train Loss: tensor(3.9024, device='cuda:0')
Train Loss: tensor(4.4535, device='cuda:0')
Train Loss: tensor(4.4567, device='cuda:0')
Train Loss: tensor(4.0030, device='cuda:0')
Train Loss: tensor(5.0228, device='cuda:0')
Train Loss: tensor(4.7699, device='cuda:0')
Train Loss: tensor(3.8869, device='cuda:0')
Train Loss: tensor(3.5305, device='cuda:0')
Train Loss: tensor(3.7521, device='cuda:0')
Train Loss: tensor(2.5353, device='cuda:0')
train Loss: 4.3148 Prec: 0.5544EPOCH complete in 84m 51sval Loss: 5.7159 Prec: 0.3862EPOCH complete in 85m 45sTraining complete in 85m 45sBest val Prec: 0.463839
